Time(s) | Δt(s) | Hz | Note | Cents | Amplitude
1745299795.85 | 0.01 | 447.31 | A~4 | -21.47 | 0.18
1745299795.89 | 0.00 | 444.61 | A4 | 18.04 | 0.31
1745299795.90 | 0.01 | 455.11 | A~4 | 8.45 | 0.23
1745299795.92 | 0.02 | 445.53 | A4 | 21.61 | 0.23
1745299795.92 | 0.00 | 221.69 | A3 | 13.25 | 0.18
1745299795.93 | 0.01 | 1012.69 | B~5 | -6.86 | 0.16
1745299795.96 | 0.02 | 448.77 | A~4 | -15.83 | 0.21
1745299795.96 | 0.00 | 447.20 | A~4 | -21.89 | 0.20
1745299795.97 | 0.01 | 452.22 | A~4 | -2.59 | 0.24
1745299795.98 | 0.01 | 441.41 | A4 | 5.55 | 0.28
1745299796.00 | 0.02 | 294.14 | D4 | 2.80 | 0.18
1745299796.00 | 0.00 | 982.78 | B5 | -8.77 | 0.33
1745299796.02 | 0.01 | 979.96 | B5 | -13.73 | 0.33
1745299796.03 | 0.01 | 451.50 | A~4 | -5.34 | 0.25
1745299796.05 | 0.00 | 685.44 | E~5 | 17.42 | 0.21
1745299796.10 | 0.02 | 834.14 | G#5 | 7.34 | 0.26
1745299796.10 | 0.00 | 707.02 | F5 | 21.10 | 0.23
1745299796.11 | 0.01 | 826.29 | G#5 | -9.02 | 0.19
1745299796.12 | 0.01 | 673.52 | E~5 | -12.93 | 0.20
1745299796.14 | 0.02 | 761.91 | F#~5 | 0.55 | 0.19
1745299796.14 | 0.00 | 471.21 | B-4 | 18.64 | 0.20
1745299796.18 | 0.04 | 509.33 | B~4 | 3.31 | 0.20
1745299796.20 | 0.02 | 718.68 | F~5 | -0.59 | 0.24
1745299796.20 | 0.00 | 695.26 | F5 | -7.95 | 0.25
1745299796.21 | 0.01 | 692.96 | F5 | -13.67 | 0.23
1745299796.23 | 0.01 | 726.16 | F~5 | 17.33 | 0.34
1745299796.24 | 0.01 | 634.08 | E`5 | -17.41 | 0.27
1745299796.27 | 0.04 | 655.16 | E5 | -10.80 | 0.37
1745299796.28 | 0.01 | 1155.32 | C#~6 | 21.26 | 0.21
1745299796.30 | 0.01 | 617.01 | D#5 | -14.64 | 0.26
1745299796.33 | 0.04 | 554.70 | C#5 | 1.03 | 0.28
1745299796.36 | 0.02 | 559.69 | C#5 | 16.56 | 0.29
1745299796.36 | 0.00 | 561.13 | C#5 | 21.01 | 0.25
1745299796.37 | 0.01 | 1110.99 | C#6 | 3.53 | 0.32
1745299796.38 | 0.01 | 557.62 | C#5 | 10.12 | 0.27
1745299796.39 | 0.01 | 552.00 | C#5 | -7.40 | 0.32
1745299796.41 | 0.02 | 560.15 | C#5 | 17.97 | 0.26
1745299796.41 | 0.00 | 556.52 | C#5 | 6.70 | 0.24
1745299796.43 | 0.01 | 562.70 | C#~5 | -24.18 | 0.19
1745299796.46 | 0.04 | 843.16 | G#~5 | -24.04 | 0.18
1745299796.47 | 0.01 | 442.86 | A4 | 11.21 | 0.28
1745299796.48 | 0.01 | 441.80 | A4 | 7.08 | 0.22
1745299796.50 | 0.01 | 1044.03 | C6 | -4.10 | 0.32
1745299796.52 | 0.02 | 473.78 | B`4 | -21.95 | 0.25
1745299796.52 | 0.00 | 221.89 | A3 | 14.83 | 0.33
1745299796.54 | 0.02 | 453.93 | A~4 | 3.97 | 0.29
1745299796.54 | 0.00 | 447.39 | A~4 | -21.18 | 0.25
1745299796.55 | 0.01 | 446.93 | A~4 | -22.94 | 0.32
1745299796.58 | 0.02 | 448.82 | A~4 | -15.63 | 0.19
1745299796.58 | 0.00 | 456.07 | A~4 | 12.10 | 0.22
1745299796.59 | 0.01 | 444.58 | A4 | 17.92 | 0.26
1745299796.63 | 0.04 | 544.41 | C~5 | 18.63 | 0.27
1745299796.66 | 0.04 | 284.26 | C#~4 | -6.34 | 0.24
1745299796.68 | 0.02 | 547.11 | C#5 | -22.81 | 0.24
1745299796.69 | 0.00 | 531.57 | C~5 | -22.69 | 0.18
1745299796.70 | 0.01 | 536.33 | C~5 | -7.26 | 0.27
1745299796.72 | 0.02 | 518.64 | C5 | -15.33 | 0.15
1745299796.72 | 0.00 | 1087.31 | C~6 | 16.22 | 0.27
1745299796.73 | 0.01 | 172.27 | F3 | -23.44 | 0.25
1745299796.74 | 0.01 | 556.28 | C#5 | 5.96 | 0.30
1745299796.75 | 0.01 | 568.92 | C#~5 | -5.15 | 0.27
1745299796.78 | 0.02 | 352.46 | F4 | 15.95 | 0.36
1745299796.78 | 0.00 | 559.51 | C#5 | 15.98 | 0.37
1745299796.79 | 0.01 | 172.27 | F3 | -23.44 | 0.28
1745299796.80 | 0.01 | 565.63 | C#~5 | -15.16 | 0.35
1745299796.81 | 0.01 | 1172.54 | D6 | -3.13 | 0.25
1745299796.85 | 0.04 | 1147.29 | C#~6 | 9.19 | 0.26
1745299796.87 | 0.02 | 347.54 | F4 | -8.39 | 0.21
1745299796.87 | 0.00 | 1118.66 | C#6 | 15.43 | 0.24
1745299796.91 | 0.04 | 482.29 | B`4 | 8.89 | 0.27
1745299796.93 | 0.02 | 457.85 | A~4 | 18.86 | 0.29
1745299796.93 | 0.00 | 450.07 | A~4 | -10.81 | 0.30
1745299796.94 | 0.01 | 446.66 | A~4 | -23.99 | 0.26
1745299796.95 | 0.01 | 444.32 | A4 | 16.91 | 0.25
1745299796.99 | 0.04 | 443.81 | A4 | 14.93 | 0.20
1745299797.00 | 0.01 | 447.13 | A~4 | -22.17 | 0.28
1745299797.01 | 0.01 | 436.58 | A4 | -13.50 | 0.29
1745299797.04 | 0.02 | 444.49 | A4 | 17.60 | 0.43
1745299797.04 | 0.00 | 446.64 | A~4 | -24.08 | 0.43
1745299797.06 | 0.02 | 442.93 | A4 | 11.47 | 0.27
1745299797.06 | 0.00 | 583.83 | D5 | -10.34 | 0.30
1745299797.07 | 0.01 | 587.39 | D5 | 0.17 | 0.24
1745299797.08 | 0.01 | 592.51 | D5 | 15.19 | 0.30
1745299797.11 | 0.02 | 598.70 | D~5 | -16.79 | 0.27
1745299797.12 | 0.01 | 630.64 | E-5 | 23.18 | 0.33
1745299797.14 | 0.02 | 592.50 | D5 | 15.17 | 0.47
1745299797.14 | 0.00 | 612.55 | D~5 | 22.78 | 0.33
1745299797.15 | 0.01 | 680.17 | E~5 | 4.07 | 0.33
1745299797.18 | 0.02 | 231.88 | A#3 | -8.93 | 0.20
1745299797.18 | 0.00 | 705.90 | F5 | 18.35 | 0.29
1745299797.20 | 0.02 | 713.63 | F~5 | -12.79 | 0.29
1745299797.20 | 0.00 | 726.71 | F~5 | 18.66 | 0.22
1745299797.21 | 0.01 | 458.28 | A~4 | 20.46 | 0.22
1745299797.25 | 0.04 | 692.53 | F5 | -14.75 | 0.31
1745299797.26 | 0.01 | 371.34 | F#4 | 6.30 | 0.27
1745299797.29 | 0.04 | 1357.34 | E~6 | 0.25 | 0.33
1745299797.31 | 0.01 | 1351.53 | E~6 | -7.18 | 0.29
1745299797.33 | 0.02 | 674.53 | E~5 | -10.34 | 0.37
1745299797.33 | 0.00 | 630.14 | E-5 | 21.80 | 0.37
1745299797.35 | 0.02 | 698.81 | F5 | 0.88 | 0.37
1745299797.35 | 0.00 | 677.67 | E~5 | -2.30 | 0.22
1745299797.36 | 0.01 | 672.46 | E~5 | -15.66 | 0.32
1745299797.38 | 0.01 | 655.09 | E5 | -10.98 | 0.32
1745299797.40 | 0.02 | 672.21 | E~5 | -16.31 | 0.46
1745299797.40 | 0.00 | 648.55 | E`5 | 21.65 | 0.44
1745299797.42 | 0.02 | 692.20 | F5 | -15.59 | 0.40
1745299797.43 | 0.01 | 571.06 | C#~5 | 1.38 | 0.23
1745299797.45 | 0.01 | 564.83 | C#~5 | -17.62 | 0.31
1745299797.46 | 0.01 | 563.63 | C#~5 | -21.32 | 0.41
1745299797.47 | 0.01 | 565.15 | C#~5 | -16.63 | 0.58
1745299797.49 | 0.02 | 561.28 | C#5 | 21.47 | 0.61
1745299797.49 | 0.00 | 563.56 | C#~5 | -21.51 | 0.57
1745299797.50 | 0.01 | 561.27 | C#5 | 21.44 | 0.58
1745299797.52 | 0.01 | 560.75 | C#5 | 19.84 | 0.49
1745299797.54 | 0.02 | 557.22 | C#5 | 8.88 | 0.31
1745299797.54 | 0.00 | 558.77 | C#5 | 13.70 | 0.52
1745299797.55 | 0.01 | 570.61 | C#~5 | 0.01 | 0.54
1745299797.59 | 0.02 | 924.18 | A#5 | -15.20 | 0.24
1745299797.59 | 0.00 | 868.55 | A5 | -22.68 | 0.26
1745299797.60 | 0.01 | 450.43 | A~4 | -9.46 | 0.42
1745299797.61 | 0.01 | 443.97 | A4 | 15.54 | 0.40
1745299797.63 | 0.02 | 446.36 | A4 | 24.85 | 0.42
1745299797.63 | 0.00 | 443.38 | A4 | 13.25 | 0.33
1745299797.67 | 0.04 | 446.07 | A4 | 23.71 | 0.30
1745299797.67 | 0.00 | 445.79 | A4 | 22.65 | 0.45
1745299797.68 | 0.01 | 443.13 | A4 | 12.28 | 0.52
1745299797.71 | 0.01 | 548.90 | C#5 | -17.14 | 0.28
1745299797.73 | 0.01 | 551.16 | C#5 | -10.04 | 0.34
1745299797.75 | 0.02 | 566.78 | C#~5 | -11.64 | 0.34
1745299797.75 | 0.00 | 555.96 | C#5 | 4.97 | 0.24
1745299797.76 | 0.01 | 556.89 | C#5 | 7.86 | 0.37
1745299797.78 | 0.02 | 561.00 | C#5 | 20.61 | 0.39
1745299797.78 | 0.00 | 562.08 | C#5 | 23.92 | 0.45
1745299797.79 | 0.01 | 561.57 | C#5 | 22.36 | 0.33
1745299797.81 | 0.01 | 559.94 | C#5 | 17.32 | 0.22
1745299797.82 | 0.01 | 554.41 | C#5 | 0.15 | 0.21
1745299797.83 | 0.01 | 556.95 | C#5 | 8.06 | 0.28
1745299797.85 | 0.02 | 1136.04 | C#~6 | -7.88 | 0.29
1745299797.85 | 0.00 | 580.25 | D5 | -21.01 | 0.26
1745299797.86 | 0.01 | 359.16 | F~4 | -1.44 | 0.33
1745299797.89 | 0.02 | 571.97 | C#~5 | 4.11 | 0.42
1745299797.89 | 0.00 | 584.65 | D5 | -7.93 | 0.29
1745299797.90 | 0.01 | 341.45 | E~4 | 11.01 | 0.37
1745299797.94 | 0.04 | 1217.33 | D~6 | 11.77 | 0.29
1745299797.95 | 0.01 | 1238.08 | D#6 | -8.97 | 0.25
1745299797.97 | 0.02 | 521.77 | C5 | -4.90 | 0.26
1745299797.97 | 0.00 | 1199.69 | D~6 | -13.50 | 0.41
1745299798.07 | 0.01 | 446.34 | A4 | 24.76 | 0.72
1745299798.13 | 0.02 | 445.08 | A4 | 19.89 | 0.48
1745299798.13 | 0.00 | 481.81 | B`4 | 7.15 | 0.32
1745299798.18 | 0.01 | 441.05 | A4 | 4.12 | 0.36
1745299798.35 | 0.04 | 745.52 | F#5 | 12.89 | 0.38
1745299798.36 | 0.01 | 1397.55 | F6 | 0.78 | 0.66
1745299798.39 | 0.02 | 1389.18 | F6 | -9.62 | 0.73
1745299798.40 | 0.01 | 896.69 | A~5 | -17.46 | 0.53
1745299798.41 | 0.01 | 913.85 | A~5 | 15.34 | 0.82
1745299798.42 | 0.01 | 890.20 | A5 | 19.96 | 0.83
1745299798.43 | 0.01 | 908.24 | A~5 | 4.69 | 0.46
1745299798.48 | 0.01 | 896.39 | A~5 | -18.05 | 0.97
1745299798.49 | 0.01 | 888.75 | A5 | 17.12 | 0.33
1745299798.50 | 0.01 | 940.51 | B-5 | 15.13 | 0.84
1745299798.66 | 0.01 | 866.95 | G#~5 | 24.14 | 0.74
1745299798.68 | 0.02 | 941.28 | B-5 | 16.54 | 0.70
1745299798.68 | 0.00 | 889.12 | A5 | 17.84 | 0.64
1745299798.70 | 0.02 | 903.60 | A~5 | -4.18 | 0.71
1745299798.70 | 0.00 | 892.25 | A5 | 23.93 | 1.00
1745299798.71 | 0.01 | 878.65 | A5 | -2.66 | 1.00
1745299798.72 | 0.01 | 900.62 | A~5 | -9.90 | 1.00
1745299798.74 | 0.01 | 900.12 | A~5 | -10.86 | 1.00
1745299798.75 | 0.01 | 929.67 | A#5 | -4.95 | 1.00
1745299798.77 | 0.02 | 891.37 | A5 | 22.23 | 1.00
1745299798.81 | 0.01 | 910.06 | A~5 | 8.14 | 0.76
1745299798.98 | 0.02 | 953.08 | B`5 | -11.88 | 0.54
1745299799.03 | 0.01 | 1547.19 | G6 | -23.11 | 0.85
1745299799.07 | 0.00 | 1624.26 | G~6 | 11.05 | 0.48
1745299799.08 | 0.01 | 1683.65 | G#6 | 23.22 | 0.39
1745299799.19 | 0.01 | 1655.76 | G#6 | -5.70 | 0.87
1745299799.22 | 0.00 | 461.03 | A#4 | -19.17 | 0.43
1745299799.26 | 0.01 | 3359.74 | G#7 | 19.33 | 0.25
1745299799.29 | 0.02 | 3261.01 | G~7 | 17.69 | 0.22
1745299799.29 | 0.00 | 3278.84 | G#7 | -22.87 | 0.36
1745299799.32 | 0.04 | 698.10 | F5 | -0.88 | 0.34
1745299799.33 | 0.01 | 706.63 | F5 | 20.13 | 0.30
1745299799.35 | 0.01 | 687.79 | E~5 | 23.35 | 0.23
1745299799.38 | 0.04 | 716.01 | F~5 | -7.03 | 0.23
1745299799.41 | 0.01 | 1456.54 | F~6 | 22.36 | 0.36
1745299799.42 | 0.01 | 1400.25 | F6 | 4.13 | 0.32
1745299799.44 | 0.02 | 1419.31 | F~6 | -22.46 | 0.17
1745299799.44 | 0.00 | 706.76 | F5 | 20.46 | 0.26
1745299799.45 | 0.01 | 704.22 | F5 | 14.23 | 0.29
1745299799.48 | 0.02 | 705.18 | F5 | 16.58 | 0.23
1745299799.48 | 0.00 | 702.91 | F5 | 11.01 | 0.16
1745299799.49 | 0.01 | 693.31 | F5 | -12.81 | 0.26
1745299799.50 | 0.01 | 702.70 | F5 | 10.48 | 0.42
1745299799.51 | 0.01 | 1441.39 | F~6 | 4.26 | 0.56
1745299799.53 | 0.00 | 1497.60 | F#6 | 20.49 | 0.45
1745299799.54 | 0.01 | 1382.60 | F6 | -17.83 | 0.51
1745299799.60 | 0.00 | 694.32 | F5 | -10.29 | 0.54
1745299799.62 | 0.01 | 635.75 | E`5 | -12.85 | 0.58
1745299799.63 | 0.01 | 654.91 | E5 | -11.44 | 0.44
1745299799.64 | 0.01 | 651.67 | E5 | -20.04 | 0.45
1745299799.75 | 0.01 | 585.21 | D5 | -6.27 | 0.47
1745299799.77 | 0.02 | 556.74 | C#5 | 7.41 | 0.42
1745299799.77 | 0.00 | 555.84 | C#5 | 4.60 | 0.29
1745299799.78 | 0.01 | 564.04 | C#~5 | -20.05 | 0.24
1745299799.80 | 0.02 | 567.89 | C#~5 | -8.27 | 0.33
1745299799.80 | 0.00 | 559.86 | C#5 | 17.08 | 0.45
1745299799.82 | 0.01 | 566.35 | C#~5 | -12.96 | 0.44
1745299799.83 | 0.01 | 559.07 | C#5 | 14.63 | 0.42
1745299799.91 | 0.01 | 455.18 | A~4 | 8.72 | 0.25
1745299799.92 | 0.01 | 450.87 | A~4 | -7.77 | 0.30
1745299799.99 | 0.02 | 451.08 | A~4 | -6.96 | 0.27
1745299799.99 | 0.00 | 448.93 | A~4 | -15.22 | 0.28
1745299800.00 | 0.01 | 433.47 | G#~4 | 24.12 | 0.16
1745299800.02 | 0.01 | 571.61 | C#~5 | 3.04 | 0.15
1745299800.04 | 0.02 | 957.61 | B`5 | -3.67 | 0.15
1745299800.05 | 0.01 | 541.81 | C~5 | 10.34 | 0.46
1745299800.06 | 0.01 | 548.22 | C#5 | -19.28 | 0.61
1745299800.07 | 0.01 | 558.71 | C#5 | 13.51 | 0.36
1745299800.10 | 0.02 | 546.87 | C#5 | -23.57 | 0.31
1745299800.10 | 0.00 | 535.30 | C~5 | -10.57 | 0.25
1745299800.15 | 0.01 | 561.05 | C#5 | 20.75 | 0.28
1745299800.17 | 0.02 | 558.62 | C#5 | 13.23 | 0.25
1745299800.18 | 0.01 | 546.90 | C#5 | -23.48 | 0.50
1745299800.20 | 0.00 | 1334.68 | E6 | 21.10 | 0.30
1745299800.21 | 0.01 | 1146.73 | C#~6 | 8.34 | 0.32
1745299800.23 | 0.01 | 1056.95 | C6 | 17.20 | 0.30
1745299800.25 | 0.02 | 1213.19 | D~6 | 5.88 | 0.22
1745299800.25 | 0.00 | 511.53 | B~4 | 10.79 | 0.29
1745299800.26 | 0.01 | 1156.20 | C#~6 | 22.58 | 0.35
1745299800.30 | 0.04 | 1153.91 | C#~6 | 19.15 | 0.40
1745299800.31 | 0.01 | 1263.53 | E`6 | -23.74 | 0.27
1745299800.33 | 0.00 | 507.16 | B~4 | -4.08 | 0.22
1745299800.34 | 0.01 | 257.66 | B~3 | 23.56 | 0.18
1745299800.37 | 0.02 | 359.89 | F~4 | 2.07 | 0.17
1745299800.37 | 0.00 | 1188.27 | D6 | 19.94 | 0.18
1745299800.38 | 0.01 | 928.38 | A#5 | -7.35 | 0.32
1745299800.41 | 0.02 | 452.50 | A~4 | -1.52 | 0.23
1745299800.41 | 0.00 | 453.64 | A~4 | 2.84 | 0.23
1745299800.45 | 0.04 | 438.72 | A4 | -5.03 | 0.17
1745299800.47 | 0.00 | 508.75 | B~4 | 1.33 | 0.22
1745299800.52 | 0.01 | 568.19 | C#~5 | -7.35 | 0.26
1745299800.52 | 0.00 | 574.98 | C#~5 | 13.21 | 0.27
1745299800.54 | 0.02 | 584.92 | D5 | -7.11 | 0.29
1745299800.57 | 0.02 | 277.02 | C#4 | -1.00 | 0.21
1745299800.57 | 0.00 | 1106.82 | C#6 | -2.99 | 0.28
1745299800.58 | 0.01 | 1046.24 | C6 | -0.44 | 0.19
1745299800.60 | 0.02 | 780.16 | G5 | -8.48 | 0.18
1745299800.60 | 0.00 | 742.95 | F#5 | 6.92 | 0.13
1745299800.61 | 0.01 | 1011.42 | B~5 | -9.03 | 0.24
1745299800.61 | 0.00 | 781.71 | G5 | -5.04 | 0.20
1745299800.64 | 0.02 | 663.66 | E5 | 11.52 | 0.22
1745299800.65 | 0.01 | 805.92 | G~5 | -2.23 | 0.23
1745299800.66 | 0.01 | 807.89 | G~5 | 1.98 | 0.24
1745299800.70 | 0.04 | 494.81 | B4 | 3.25 | 0.18
1745299800.70 | 0.00 | 3204.67 | G~7 | -12.48 | 0.18
1745299800.72 | 0.02 | 660.40 | E5 | 3.02 | 0.19
1745299800.72 | 0.00 | 688.61 | F5 | -24.59 | 0.26
1745299800.73 | 0.01 | 707.37 | F5 | 21.96 | 0.22
1745299800.79 | 0.02 | 655.40 | E5 | -10.15 | 0.32
1745299800.79 | 0.00 | 698.21 | F5 | -0.60 | 0.25
1745299800.81 | 0.02 | 686.55 | E~5 | 20.24 | 0.26
1745299800.81 | 0.00 | 664.90 | E5 | 14.77 | 0.29
1745299800.82 | 0.01 | 605.29 | D~5 | 2.15 | 0.26
1745299800.86 | 0.02 | 368.18 | F#4 | -8.50 | 0.15
1745299800.86 | 0.00 | 651.74 | E5 | -19.84 | 0.18
1745299800.87 | 0.01 | 598.45 | D~5 | -17.53 | 0.18
1745299800.88 | 0.01 | 431.67 | G#~4 | 16.89 | 0.19
1745299800.93 | 0.04 | 552.09 | C#5 | -7.11 | 0.18
1745299800.95 | 0.02 | 559.27 | C#5 | 15.25 | 0.20
1745299800.95 | 0.00 | 567.10 | C#~5 | -10.67 | 0.28
1745299800.97 | 0.01 | 1085.10 | C~6 | 12.70 | 0.25
1745299800.98 | 0.01 | 370.70 | F#4 | 3.28 | 0.20
1745299801.00 | 0.02 | 556.85 | C#5 | 7.73 | 0.18
1745299801.00 | 0.00 | 1101.12 | C#6 | -11.92 | 0.26
1745299801.01 | 0.01 | 1099.88 | C#6 | -13.88 | 0.21
1745299801.02 | 0.01 | 1093.40 | C#6 | -24.11 | 0.24
1745299801.04 | 0.01 | 824.60 | G#5 | -12.58 | 0.17
1745299801.07 | 0.04 | 3293.57 | G#7 | -15.11 | 0.16
1745299801.08 | 0.01 | 439.10 | A4 | -3.54 | 0.24
1745299801.11 | 0.02 | 430.68 | G#~4 | 12.96 | 0.20
1745299801.11 | 0.00 | 1006.14 | B~5 | -18.10 | 0.35
1745299801.12 | 0.01 | 432.03 | G#~4 | 18.37 | 0.36
1745299801.16 | 0.00 | 1502.40 | F#~6 | -23.97 | 0.38
1745299801.19 | 0.02 | 3238.43 | G~7 | 5.67 | 0.30
1745299801.19 | 0.00 | 535.50 | C~5 | -9.93 | 0.29
1745299801.20 | 0.01 | 551.50 | C#5 | -8.97 | 0.40
1745299801.21 | 0.01 | 524.38 | C5 | 3.72 | 0.42
1745299801.23 | 0.02 | 600.39 | D~5 | -11.93 | 0.40
1745299801.23 | 0.00 | 1091.49 | C~6 | 22.87 | 0.35
1745299801.27 | 0.04 | 557.69 | C#5 | 10.36 | 0.39
1745299801.28 | 0.01 | 590.72 | D5 | 9.97 | 0.41
1745299801.30 | 0.02 | 556.84 | C#5 | 7.70 | 0.29
1745299801.30 | 0.00 | 368.76 | F#4 | -5.81 | 0.23
1745299801.32 | 0.01 | 569.21 | C#~5 | -4.25 | 0.30
1745299801.34 | 0.02 | 546.65 | C#5 | -24.26 | 0.19
1745299801.34 | 0.00 | 562.46 | C#~5 | -24.92 | 0.26
1745299801.35 | 0.01 | 566.14 | C#~5 | -13.63 | 0.27
1745299801.37 | 0.02 | 1023.17 | B~5 | 10.97 | 0.30
1745299801.37 | 0.00 | 1621.00 | G~6 | 7.57 | 0.30
1745299801.39 | 0.01 | 589.58 | D5 | 6.62 | 0.25
1745299801.41 | 0.02 | 1104.64 | C#6 | -6.40 | 0.20
1745299801.41 | 0.00 | 587.43 | D5 | 0.29 | 0.21
1745299801.42 | 0.01 | 1105.06 | C#6 | -5.74 | 0.26
1745299801.43 | 0.01 | 301.06 | D~4 | -6.92 | 0.23
1745299801.44 | 0.01 | 557.98 | C#5 | 11.24 | 0.24
1745299801.46 | 0.01 | 252.32 | B~3 | -12.67 | 0.17
1745299801.48 | 0.00 | 474.84 | B`4 | -18.07 | 0.28
1745299801.49 | 0.01 | 3245.88 | G~7 | 9.64 | 0.24
1745299801.53 | 0.04 | 473.27 | B`4 | -23.79 | 0.22
1745299801.54 | 0.01 | 438.75 | A4 | -4.93 | 0.20
1745299801.56 | 0.02 | 426.01 | G#~4 | -5.93 | 0.16
1745299801.56 | 0.00 | 1528.18 | F#~6 | 5.49 | 0.28
1745299801.58 | 0.02 | 459.26 | A~4 | 24.15 | 0.21
1745299801.58 | 0.00 | 3285.17 | G#7 | -19.53 | 0.29
1745299801.62 | 0.02 | 465.87 | A#4 | -1.10 | 0.23
1745299801.62 | 0.00 | 466.19 | B-4 | 0.11 | 0.22
1745299801.66 | 0.04 | 1592.62 | G~6 | -23.01 | 0.23
1745299801.68 | 0.02 | 593.24 | D5 | 17.34 | 0.29
1745299801.68 | 0.00 | 603.90 | D~5 | -1.84 | 0.22
1745299801.69 | 0.01 | 300.71 | D~4 | -8.98 | 0.18
1745299801.71 | 0.02 | 595.68 | D5 | 24.45 | 0.28
1745299801.71 | 0.00 | 298.97 | D~4 | -19.02 | 0.22
1745299801.76 | 0.04 | 591.17 | D5 | 11.30 | 0.26
1745299801.78 | 0.02 | 713.94 | F~5 | -12.03 | 0.15
1745299801.78 | 0.00 | 702.70 | F5 | 10.49 | 0.30
1745299801.80 | 0.01 | 758.56 | F#~5 | -7.10 | 0.25
1745299801.81 | 0.01 | 354.61 | F~4 | -23.51 | 0.21
1745299801.83 | 0.02 | 647.15 | E`5 | 17.92 | 0.13
1745299801.83 | 0.00 | 638.71 | E`5 | -4.81 | 0.19
1745299801.84 | 0.01 | 3245.81 | G~7 | 9.60 | 0.19
1745299801.87 | 0.02 | 1579.09 | G6 | 12.22 | 0.23
1745299801.87 | 0.00 | 457.22 | A~4 | 16.44 | 0.23
1745299801.88 | 0.01 | 1534.99 | F#~6 | 13.18 | 0.26
1745299801.89 | 0.01 | 1545.63 | G6 | -24.85 | 0.31
1745299801.90 | 0.01 | 691.88 | F5 | -16.38 | 0.29
1745299801.94 | 0.04 | 281.28 | C#~4 | -24.57 | 0.26
1745299801.95 | 0.01 | 696.90 | F5 | -3.87 | 0.29
1745299801.97 | 0.02 | 667.29 | E5 | 20.98 | 0.21
1745299801.97 | 0.00 | 667.64 | E5 | 21.87 | 0.32
1745299802.01 | 0.04 | 645.96 | E`5 | 14.72 | 0.18
1745299802.03 | 0.02 | 633.77 | E`5 | -18.25 | 0.24
1745299802.03 | 0.00 | 378.18 | F#~4 | -12.11 | 0.19
1745299802.07 | 0.04 | 564.95 | C#~5 | -17.25 | 0.22
1745299802.09 | 0.02 | 552.01 | C#5 | -7.37 | 0.33
1745299802.09 | 0.00 | 544.09 | C~5 | 17.62 | 0.34
1745299802.10 | 0.01 | 537.67 | C~5 | -2.94 | 0.28
1745299802.12 | 0.02 | 532.49 | C~5 | -19.69 | 0.30
1745299802.12 | 0.00 | 539.88 | C~5 | 4.17 | 0.28
1745299802.14 | 0.01 | 548.94 | C#5 | -17.03 | 0.27
1745299802.15 | 0.01 | 541.60 | C~5 | 9.68 | 0.21
1745299802.16 | 0.01 | 558.26 | C#5 | 12.12 | 0.13
1745299802.17 | 0.01 | 537.98 | C~5 | -1.93 | 0.22
1745299802.18 | 0.01 | 281.75 | C#~4 | -21.73 | 0.18
1745299802.19 | 0.01 | 449.02 | A~4 | -14.86 | 0.24
1745299802.22 | 0.02 | 443.32 | A4 | 13.00 | 0.26
1745299802.22 | 0.00 | 445.83 | A4 | 22.79 | 0.20
1745299802.23 | 0.01 | 441.27 | A4 | 4.98 | 0.31
1745299802.25 | 0.02 | 449.26 | A~4 | -13.94 | 0.24
1745299802.25 | 0.00 | 444.63 | A4 | 18.13 | 0.28
1745299802.26 | 0.01 | 446.41 | A~4 | -24.96 | 0.26
1745299802.28 | 0.01 | 444.98 | A4 | 19.49 | 0.32
1745299802.29 | 0.01 | 449.42 | A~4 | -13.34 | 0.31
1745299802.32 | 0.04 | 445.02 | A4 | 19.64 | 0.22
1745299802.33 | 0.01 | 222.19 | A3 | 17.18 | 0.32
1745299802.37 | 0.04 | 455.58 | A~4 | 10.24 | 0.38
1745299802.37 | 0.00 | 534.43 | C~5 | -13.41 | 0.31
1745299802.38 | 0.01 | 539.35 | C~5 | 2.47 | 0.32
1745299802.39 | 0.01 | 549.93 | C#5 | -13.91 | 0.36
1745299802.41 | 0.01 | 556.05 | C#5 | 5.25 | 0.24
1745299802.43 | 0.02 | 541.20 | C~5 | 8.40 | 0.18
1745299802.43 | 0.00 | 546.89 | C#5 | -23.50 | 0.29
1745299802.46 | 0.04 | 577.02 | C#~5 | 19.34 | 0.47
1745299802.48 | 0.01 | 563.90 | C#~5 | -20.48 | 0.51
1745299802.50 | 0.02 | 593.43 | D5 | 17.88 | 0.53
1745299802.50 | 0.00 | 584.24 | D5 | -9.13 | 0.38
1745299802.51 | 0.01 | 580.07 | D5 | -21.54 | 0.34
1745299802.52 | 0.01 | 353.32 | F4 | 20.16 | 0.34
1745299802.55 | 0.02 | 357.89 | F~4 | -7.57 | 0.27
1745299802.55 | 0.00 | 1113.95 | C#6 | 8.13 | 0.36
1745299802.56 | 0.01 | 1121.55 | C#6 | 19.90 | 0.38
1745299802.57 | 0.01 | 350.76 | F4 | 7.57 | 0.31
1745299802.59 | 0.02 | 1262.21 | E-6 | 24.45 | 0.30
1745299802.59 | 0.00 | 1198.44 | D~6 | -15.29 | 0.39
1745299802.60 | 0.01 | 556.25 | C#5 | 5.87 | 0.37
1745299802.62 | 0.01 | 454.74 | A~4 | 7.05 | 0.43
1745299802.63 | 0.01 | 585.62 | D5 | -5.04 | 0.41
1745299802.65 | 0.02 | 263.89 | C4 | 14.90 | 0.32
